address,name,online_order,book_table,rate,votes,location,rest_type,cuisines,dish_liked,approx_cost(for two people),menu_item,listed_in(type),listed_in(city)
"157, Shivaji Road, Swamy Shivanandapuram, Shivajinagar, Bangalore",Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,No,No,3.6,26,Shivajinagar,Quick Bites,Biryani,,300,,Dine-out,Brigade Road
"Shop Number 5, Om Shakti Nilaya, Kundanahalli Gate, ITPL Road, Near Hypercity, Marthahalli, Bangalore",Maashpacheez,Yes,No,3.6,17,Marathahalli,Quick Bites,North Indian,,300,"['Chicken Dum Biryani', 'Chilly Chicken Gravy', 'Chicken Noodles', 'Chicken Schezwan Noodles', 'Chicken Cheese Grilled Sandwich', 'Manchow Soup', 'Hot and Sour Soup', 'Sweet Corn Soup', 'Clear Soup', 'Hunnan Soup', 'Pepper Lemon Soup', 'Coriander Soup', 'Coriander Lemon Soup', 'Chicken Button Mushroom Soup', 'Chicken Manchow Soup', 'Chicken Hot and Sour Soup', 'Chicken Sweet Corn Soup', 'Chicken Clear Soup', 'Chicken Hunan Soup', 'Chicken Pepper Lemon Soup', 'Chicken Coriander Soup', 'Chicken Coriander Lemon Soup', 'Chicken Butter Mushroom Soup', 'Aloo Gobi', 'Gobi Manchurian', 'Gobi Chilly', 'Gobi 65', 'Veg Manchurian', 'Crispy veg', 'Green Peas Masala Fry', ')Mushroom Manchurian', 'Mushroom Chilly', 'Mushroom butter Garlic', 'Mushroom pepper Fry', 'Mushroom Schezwan Dry', 'Mushroom Garlic Dry', 'Mushroom Ginger Dry', 'Mushroom Salt and Pepper', 'Mushroom Hot Garlic', 'Paneer 65', 'Paneer Manchurian', 'Chilly Paneer', 'Paneer Butter Garlic', 'Paneer Pepper Fry', 'Panner Schezwan Dry', 'Paneer Garlic Dry', 'Paneer Ginger Dry', 'Paneer Salt and Pepper', 'Paneer Hot Garlic', 'Babycorn Butter Garlic', 'Babycorn Pepper Dry', 'Babycorn Schezwan Dry', 'Babycorn Garlic Dry', 'Babycorn Ginger Dry', 'Babycorn Salt and Pepper', 'Babycorn Hot Garlic', 'Babycorn Manchurian', 'Babycorn Chilly', 'Egg Manchurian', 'Egg Chilly', 'Egg Pepper Fry', 'Chicken Manchurian', 'Chilly Chicken', 'Chicken Garlic Dry', 'Chicken Schezwan Dry', 'Chicken lollipop', 'Chicken Kabab', 'Chicken 65', 'Chicken Pepper Dry', 'Lemon Chicken', 'Honey Chicken', 'Hunan chicken', 'Chicken Chilly Andhra Style', 'Chicken Pepper Dry Andhra Style', 'Crispy Chicken', 'Chicken Butter Garlic', 'Chicken Pepper Fry', 'Chicken Ginger Dry', 'Chicken Salt and Pepper', 'Chicken Hot Garlic', 'Gobi Manchurian Gravy', 'Chilly Gobi Gravy', 'Mushroom Manchurian Gravy', 'Mushroom Chilly Gravy', 'Baby Corn Manchurian Gravy', 'Baby Corn Chilly Gravy', 'Paneer Manchurian Gravy', 'Chilly Paneer Gravy', 'Schezwan Baby Corn Sauce', 'Schezwan Mashroom Sauce', 'Schezwan Paneer Sauce', 'Chana Masala', 'Dal Fry', 'Dal Tadka', 'Veg Kolhapuri', 'Veg Kadai', 'Matar Paneer', 'Paneer Masala', 'Mushroom Masala', 'Egg Curry', 'Egg Masala', 'Chicken Curry', 'Chicken Masala', 'Chicken Handi', 'Chicken Kolhapuri', 'Chicken Manchurian Gravy', 'Chilly Chicken Gravy', 'Chicken Garlic Sauce', 'Chicken Ginger Sauce', 'Chicken Hot Garlic Sauce', 'Chicken Schezwan Sauce', 'Chicken Sweet and Sour', 'Chicken Hunan Sause', 'Prawn Masala', 'Chapathi', 'Parota', 'Steam Rice', 'Curd Rice', 'Jeera Rice', 'Ghee Rice', 'Veg Pulao', 'Biryani Rice', 'Veg Biryani', 'Egg Biryani', 'Chicken Dum Biryani', 'Prawn Biryani', 'Veg Fried Rice', 'Schezwan Fried Rice', 'Mushroom Fried Rice', 'Paneer Fried Rice', 'Egg Fried Rice', 'Schzwan Egg Fried Rice', 'Chicken Fried Rice', 'Prawn Fried Rice', 'Mixed Fried Rice', 'Chicken Schezwan Fried Rice', 'Schezwan Prawn Fried Rice', 'Mixed Schezwan Fried Rice', 'Veg Noodles', 'Schezwan Noodles', 'Veg American Chopsuey', 'Egg Noodles', 'Schezwan Egg Noodles', 'Chicken Noodles', 'Prawn Noodles', 'Mixed Noodles', 'Chicken Schezwan Noodles', 'Schezwan Prawn Noodles', 'Schezwan Mixed Noodles', 'American Chopsuey', 'Veg Sandwich', 'Veg Grilled Sandwich', 'Cheese Grilled Sandwich', 'Egg Sandwich', 'Egg Grilled Sandwich', 'Egg Cheese Grilled Sandwich', 'Chicken Salami Sandwich', 'Chicken Sandwich', 'Chicken Grilled Sandwich', 'Chicken Cheese Grilled Sandwich', 'Veg Burger', 'Chilly Paneer Burger', 'Egg Burger', 'Chicken Burger', 'Chilly Chicken Burger', 'Bread Jam Butter', 'French Fries', 'French Fries with Cheese and Chilly Flakes', 'Potato Wedges', 'Potato Wedges with Cheese', 'Nuggets', 'Paneer Roll', 'Fruit Bowl', 'Bread Omelette', 'Egg Roll', 'Chicken Roll', 'Chicken Nuggets', 'Green Salad']",Delivery,Brookefield
"39,1st Cross, Verappareddy Layout, SGR Dental Collage Road, Munnekolala, Marathahalli, Bangalore",Swadist Restaurant,Yes,No,3.6,53,Marathahalli,Quick Bites,Oriya,,300,"['Veg Thali', 'Paneer Butter Masala Thali', 'Mushroom Besara Thali', 'Chicken Thali', 'Mutton Thali', 'Fish Thali', 'Chilli Chicken', 'Egg Chicken Noodles', 'Plain Rice [Full]', 'Paratha', 'Gobi Masala', 'Paneer Butter Masala', 'Mushroom Masala', 'Egg Tadka', 'Double Egg Tadka', 'Chicken Kasha', 'Mutton Curry', 'Rohu Fish Curry', 'Rohu Fish Masala', 'Veg Thali', 'Gobi Masala Thali', 'Paneer Butter Masala Thali', 'Mushroom Masala Thali', 'Mushroom Besara Thali', 'Swadist Veg Special Thali', 'Egg Thali', 'Chicken Thali', 'Mutton Thali', 'Fish Thali', 'Chuna Masala Thali', 'Mahuralli Masala Thali', 'Chuna Besara Thali', 'Mahuralli Besara Thali', 'Pohala Masala Thali', 'Pohala Besara Thali', 'Crab Masala Thali', 'Prawns Masala Thali', 'Prawns Besara Thali', 'Swadist Special Non Veg Thali', 'Gobi Manchurian', 'Chilli Gobi', 'Paneer Manchurian', 'Chilli Paneer', 'Paneer 65', 'Paneer Pakoda', 'Paneer Munchurian', 'Mushroom Manchurian', 'Chilli Mushroom', 'Mushroom Pakoda', 'Chilli Chicken', 'Boneless Chilli Chicken', 'Chicken 65', 'Boneless Chicken 65', 'Garlic Chicken', 'Boneless Garlic Chicken', 'Ginger Chicken', 'Boneless Ginger Chicken', 'Butter Lemon Chicken', 'Boneless Butter Lemon Chicken', 'Chicken Munchurian', 'Boneless Chicken Munchurian', 'Chicken Pakoda', 'Boneless Chicken Pakoda', 'Chicken Fry', 'Rohu Fish Fry', 'Mahurali Macha Fry', 'Chuna Macha Fry', 'Pohala Fry', 'Bangda Fry', 'Dal Fry', 'Dal Tadka', 'Chole Masala', 'Chole Fry', 'Aloo Gobi Masala', 'Gobi Masala', 'Aloo Matar', 'Gobi Matar Masala', 'Paneer Masala', 'Paneer Butter Masala', 'Paneer Kadai', 'Paneer Handi', 'Paneer Methi Malai Matar', 'Palak Paneer', 'Paneer Pasanda', 'Kaju Paneer Masala', 'Paneer Bhurji', 'Green Peas Masala', 'Veg Tadka', 'Mix Veg', 'Veg Korma', 'Veg Kadai', 'Veg Handi', 'Veg Kolhapuri', 'Mushroom Masala', 'Mushroom Matar', 'Mushroom Do Pyaza', 'Mushroom Fry', 'Msuhroom Kadai', 'Mushroom Handi', 'Bhindi Fry', 'Bhindi Masala', 'Aloo Jeera', 'Plain Dal', 'Veg Curry', 'Bhaja', 'Tomato Khatta', 'Aloo Bharta', 'Egg Curry [2 Pieces]', 'Egg Masala [2 Pieces]', 'Egg Bhurji', 'Egg Bhurji Masala', 'Egg Tadka', 'Double Egg Tadka', 'Chicken Curry', 'Chicken Kasha', 'Chicken Butter Masala', 'Chiken Mughlai', 'Chicken Hyderabadi', 'Tawa Chicken', 'Kadai Chicken', 'Chicken Handi', 'Mutton Masala', 'Mutton Kasha', 'Mutton Kolhapuri', 'Mutton Curry', 'Mutton Mughlai', 'Kadai Mutton', 'Kadai Mutton', 'Rohu Fish Curry', 'Rohu Fish Masala', 'Mahurali Macha Curry', 'Chuna Macha Curry', 'Mahurali Macha Masala', 'Chuna Macha Masala', 'Mahurali Macha Besara', 'Chuna Macha Besara', 'Pohala Masala', 'Pohala Besara', 'Bangda Masala', 'Bangda Besar', 'Crab Masala', 'Phulka Roti', 'Butter Roti', 'Paratha', 'Butter Paratha', 'Aloo Paratha', 'Plain Rice [Full]', 'Jeera Rice', 'Ghee Rice', 'Lemon Rice', 'Veg Fried Rice', 'Mix Veg Fried Rice', 'Gobi Fried Rice', 'Mushroom Fried Rice', 'Paneer Fried Rice', 'Egg Fried Rice', 'Egg Chicken Fried Rice', 'Double Egg Double Chicken Fried Rice', 'Chicken Triple Fried Rice', 'Non Veg Mix Fried Rice', 'Veg Noodles', 'Mix Veg Noodles', 'Gobi Noodles', 'Paneer Noodles', 'Mushroom Noodles', 'Egg Noodles', 'Egg Chicken Noodles', 'Double Egg Double Chicken Noodles', 'Chicken Triple Noodles', 'Non Veg Mix Noodles', 'Egg Pakoda', 'Chilli Egg', 'Boiled Egg [2 Egg]', 'Omlette [2 Egg]', 'Rasgulla', 'Gulab Jamun', 'Chhena Poda [100 grams]', 'Chhena Poda [1 kg]']",Delivery,Brookefield
"12, Kundalahalli Main Rd, Gate, Lakshminarayana Pura, AECS Layout, Brookefield, Bangalore",Bismillah Bawarchi,Yes,No,3.6,42,Brookefield,Quick Bites,North Indian,,300,"['Kadai Chicken', 'Hyderabadi Chicken', 'Tandoori Chicken', 'Tandoori Chicken', 'Kalmi Kabab [2 Pieces]', 'Chicken Kabab [150 grams]', 'Tangdi Kabab [2 Pieces]', 'Chicken Lollipop [5 Pieces]', 'Chicken Wings [5 Pieces]', 'Chicken Tikka [5 Pieces]', 'Malai Kabab [5 Pieces]', 'Chicken 65', 'Chicken Manchurian', 'Chilli Chicken', 'Crispy Chicken', 'Paneer Butter Masala', 'Palak Paneer', 'Egg Masala', 'Egg Bhurji', 'Chicken Masala', 'Kadai Chicken', 'Chicken Kolhapuri', 'Hyderabadi Chicken', 'Chapathi', 'Parotta', 'Rumali Roti', 'Tandoori Roti', 'Butter Roti', 'Plain Naan', 'Butter Naan', 'Biryani Rice', 'Veg Biryani', 'Egg Biryani', 'Chicken Biryani']",Dine-out,Brookefield
"Graphite India Main Rd, B Block, AECS Layout, Next To Daily Santhe, Kundalahalli, Brookefield, Bangalore",Aaha,Yes,No,3.6,94,Brookefield,Quick Bites,North Indian,"Paratha, Tandoori Chicken, Panneer Butter Masala, Chole Bhature",300,"['Veg Chowmein', 'Chilly Chicken', 'Boneless Chilly Chicken', 'Chicken Manchurian', 'Boneless Chicken Manchurian', 'Dal Fry', 'Dal Tadka', 'Phulka', 'Plain Paratha', 'Maida Paratha', 'Plain Rice', 'Veg Fried Rice', 'Veg Chowmein', 'Egg Fried Rice', 'Egg Chowmein', 'Veg Roll', 'Single Egg Roll', 'Double Egg Roll', 'Double Egg Single Chicken Roll', 'Egg Chilly', 'Egg Manchurian', 'Boiled Egg', 'Sunny Side Up', 'Egg Poach', 'Omelette', 'Cheese Omelette', 'Dhaba Style Egg Dal Tadka', 'Egg Kassa', 'Green Salad']",Dine-out,Brookefield
"714, C Block, 1st Main, 60 Feet Road, AECS Layout, Brookefield, Bangalore",Sri Sai Bhavan,Yes,No,3.6,37,Brookefield,Quick Bites,South Indian,,300,,Dine-out,Brookefield
"Opposite Brookefield Mall, Kundanhalli, Brookefield, Bangalore",Raapchick,Yes,No,3.6,49,Brookefield,Quick Bites,Fast Food,Burgers,300,,Dine-out,Brookefield
"95, EPIP Zone, ITPL Main Road, Whitefield",Breakfast House,No,No,3.6,49,"ITPL Main Road, Whitefield",Quick Bites,South Indian,"Coffee, Vada, Mla Dosa",300,,Dine-out,Brookefield
"Shop Number 5, Om Shakti Nilaya, Kundanahalli Gate, ITPL Road, Near Hypercity, Marthahalli, Bangalore",Maashpacheez,Yes,No,3.6,17,Marathahalli,Quick Bites,North Indian,,300,,Dine-out,Brookefield
"18, 36, Ground Floor, Raheja Arcade, 7th Block, Koramangala 7th Block, Bangalore",Om's Cafe Prana,No,No,3.6,16,Koramangala 7th Block,Cafe,Cafe,,300,,Cafes,BTM
"Shop 1, 129, 24th Main, 5th Phase, JP Nagar, Bangalore",Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6,45,JP Nagar,Quick Bites,Bohri,"Fruit Custard, Russian Cutlet",300,,Delivery,BTM
"Big Bazar Compound, Opposite Central Mall, 9th Block, Jayanagar, Bangalore",Sri Sai 99 Variety Dosa,Yes,No,3.6,37,Jayanagar,Quick Bites,South Indian,,300,,Delivery,BTM
"49/8, 29th B Main, 100ft Ring Road, 1st Stage, BTM, Bangalore",Nammura Donne Biriyani,Yes,No,3.6,68,BTM,Quick Bites,Andhra,,300,,Delivery,BTM
"65, 5th Main Road, Teacher's Colony, Jakkasandra, HSR Layout 5th Sector, Koramangala 1st Block, Bangalore",Chowpatty,Yes,No,3.6,95,Koramangala 1st Block,Quick Bites,North Indian,"Pav Bhaji, Dabeli, Paratha, Raj Kachori, Vada Pav",300,,Delivery,BTM
"Shop 50, Koramangala 5th Block, Bangalore",Smoke de Burger,Yes,No,3.6,36,Koramangala 5th Block,Quick Bites,Fast Food,,300,,Delivery,BTM
"5, 1st Main, Jakkasandra Extension, Koramangala 1st Block, Bangalore",Mangala Hotel,Yes,No,3.6,96,Koramangala 1st Block,Quick Bites,Kerala,"Masala Dosa, Biryani, Chicken Stew, Tea, Appam, Paratha",300,,Delivery,BTM
"40, Estilo Canta, 1st Main, Koramangala 1st Block, Bangalore",Golden China,Yes,No,3.6,22,Koramangala 1st Block,Quick Bites,Chinese,,300,,Delivery,BTM
"No. 157, shop #6, 1st floor, 2nd cross, yellukunte road, 3rd sector HSR layout, Bangalore:560068",Mynutrikitchen,Yes,No,3.6,59,HSR,Delivery,North Indian,Salad,300,,Delivery,BTM
"2nd Cross, Opposite Koramangala Police Station, Koramangala 8th Block, Bangalore",Maa Durga Fast Food,Yes,No,3.6,21,Koramangala 8th Block,Quick Bites,North Indian,,300,,Delivery,BTM
"84, Hosur Main Road, Madivala, BTM, Bangalore",Swaadam Veg,Yes,No,3.6,34,BTM,Casual Dining,South Indian,,300,,Delivery,BTM
"80, Boss Square, Ground Floor, 1st Cross, 2nd Main, Vysya Bank Colony, 2nd Stage, BTM, Bangalore",The Cuboidal,Yes,No,3.6,16,BTM,Quick Bites,Fast Food,,300,,Delivery,BTM
"22, 6th A cross, Jakkasandra Extension, Koramangala 1st Block opposide Agara lake near the dhanush driving school.Bangalore",The Kitchen,Yes,No,3.6,9,Koramangala 1st Block,Quick Bites,North Indian,,300,"['Paneer Manchurian', 'Chicken Chilli', 'Egg Fried Rice', 'Chicken Fried Rice', 'Rumali Roti', 'Butter Naan', 'Veg Biryani', 'Kadai Paneer', 'Aloo Jeera', 'Palak Paneer', 'Paneer Butter Masala', 'Bhindi Masala', 'Butter Chicken Masala', 'Chicken Masala', 'Lal Mirch Chicken', 'Veg Combo', 'Egg Combo', 'Chicken Combo', 'Veg Combo', 'Egg Combo', 'Chicken Combo', 'Aloo Paratha', 'Onion Paratha', 'Gobi Paratha', 'Paneer Paratha', 'Cheese Paratha', 'Bread Omelette', 'Masala Omelette', 'Cheese Omelette', 'Vegetable Cheese Omelette', 'Veg Plain Sandwich', 'Paneer Sandwich', 'Mushroom Sandwich', 'Chicken Club Sandwich', 'Chicken Cheese Sandwich', 'Chicken Mayonnaise Sandwich', 'Mixed Veg Roll', 'Mixed Veg with Cheese Roll', 'Paneer Roll', 'Mushroom Roll', 'Chicken Roll', 'Chicken with Egg Roll', 'Gobi Manchurian', 'Paneer Manchurian', 'Mushroom Manchurian', 'Baby Corn Manchurian', 'French Fries', 'Mixed Veg Dry', 'Egg Chilli', 'Lemon Chicken', 'Chicken Crispy', 'Chicken Chilli', 'Non Veg Lollipop', 'Paneer Tikka', 'Tandoori Kabab', 'Chicken Tikka', 'Hariyali Kabab', 'Kalmi Kabab', 'Mixed Veg Gravy', 'Kadai Paneer', 'Mushroom Masala', 'Aloo Jeera', 'Veg Kolhapuri', 'Palak Paneer', 'Methi Paneer', 'Paneer Butter Masala', 'Matar Paneer', 'Dal Tadka', 'Fry Dal', 'Bhindi Masala', 'Egg Masala', 'Egg Aloo Masala', 'Butter Chicken Masala', 'Chicken Masala', 'Chicken Kolhapuri', 'Chicken Mughlai', 'Methi Chicken', 'Lal Mirch Chicken', 'Chicken Tikka Masala', 'Plain Roti', 'Butter Roti', 'Rumali Roti', '2 Bread', 'Plain Naan', 'Garlic Naan', 'Butter Naan', 'Plain Kulcha', 'Butter Kulcha', 'Lachha Paratha', 'Plain Rice', 'Ghee Rice', 'Jeera Rice', 'Garlic Rice', 'Curd Rice', 'Green Peas Pulao', 'Veg Biryani', 'Egg Biryani', 'Veg Fried Rice', 'Egg Fried Rice', 'Schezwan Egg Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Veg Noodles', 'Egg Noodles', 'Chicken Noodles', 'Bread Pakoda', 'Onion Pakoda', 'Paneer Pakoda', 'Potato Pakoda', 'Palak Pakoda', 'Mixed Pakoda', 'Egg Pakoda', 'Orange Juice', 'Pineapple Juice', 'Watermelon Juice', 'Grapes Juice', 'Lime Juice', '7up [500 Ml]', 'Mirinda [500 ml]', 'Sprite [500 ml]', 'Coke [500 ml]', 'Plain Tea', 'Ginger Tea', 'Cardamom Tea', 'Kali Mirch Tea', 'Green Tea', 'Black Tea', 'Lemon Tea', 'Regular Coffee', 'Black Coffee', 'Cold Coffee', 'Cold Coffee with Ice Cream', 'Banana Milkshake', 'Chocolate Milkshake', 'Guava Milkshake', 'Oreo Milkshake', 'Salted Lime Soda', 'Sweet Lime Soda', 'Sweet and Salt Lime Soda', 'Masala Soda', 'Ginger Soda']",Delivery,BTM
"35, 16th Main Road, Near Nico Layout, 2nd stage, BTM Bangalore",JP Fish Land,Yes,No,3.6,24,BTM,Quick Bites,Seafood,,300,,Delivery,BTM
"22, Ground Floor, 7th Cross, 1st B Main, 2nd Stage, BTM, Bangalore",Freeze It,Yes,No,3.6,6,BTM,Dessert Parlor,Ice Cream,,300,"['Chocolate Chocochips Ice Cream [1 Scoop]', 'Vanilla Ice Cream [1 Scoop]', 'Litchi Ice Cream [2 Scoops]', 'Mango Ice Cream [1 Scoop]', 'Mixed Berry Ice Cream [1 Scoop]', 'Banana Ice Cream [1 Scoop]', 'Coffee Mocha Ice Cream [1 Scoop]', 'Pan Ice Cream [1 Scoop]', 'Guava Ice Cream [1 Scoop]', 'Strawberry Cheese Cake Ice Cream [1 Scoop]', 'Bubble Gum Ice Cream [1 Scoop]', 'Nutella Ice Cream [1 Scoop]', 'Peanut Butter Ice Cream [1 Scoop]', 'Salt Caramel Ice Cream [1 Scoop]', 'Chocolate Oreo Ice Cream', 'Chocolate Nuts Ice Cream [1 Scoop]', 'Chocolate Oreo Ice Cream [1 Scoop]', 'Chocolate Mint Ice Cream [1 Scoop]', 'Chocolate Chocochips Ice Cream [1 Scoop]', 'Mango Shake', 'Strawberry Cheese Cake Shake', 'Bubblegum Shake', 'Mixed Berry Shake', 'Choco Oreo Shake', 'Chocolate Shake', 'Nutella Shake', 'Banana Caramel Shake', 'Vanilla Nut Sundae', 'Chocolate Sundae', 'Berries Sundae', 'Brownie Sundae', 'Lichi Sundae', 'Fruit Sundae', 'Choco Oreo Sundae', 'Mad Over Nutella', 'Cotton Candy Sundae', 'Mineral Water']",Delivery,BTM
"7, 17th Cross Road, Mahadeshwara Nagar, Stage 2, BTM, Bangalore",Kafe Nook,Yes,No,3.6,35,BTM,Quick Bites,Fast Food,,300,"['Chicken Broast Sandwich', 'Chicken Club Sandwich', 'Chicken and Cheese Burger', 'Chicken Pizza', 'French Fries', 'Veg Pizza', 'Corn Pizza', 'Chicken Pizza', 'Falafel Sandwich', 'Paneer Sandwich', 'Veg Sandwich', 'Potato Sandwich', 'Veg Club Sandwich', 'Boiled Egg Sandwich', 'Egg Bhurji Sandwich', 'Egg Fry Sandwich', 'Egg with Cheese Sandwich', 'Egg Club Sandwich', 'Chicken Kheema Sandwich', 'Chicken Sandwich', 'Chicken Spicy Sandwich', 'Chicken Kudu Sandwich', 'Chicken Broast Sandwich', 'Chicken Club Sandwich', 'Veg and Cheese Burger', 'Veg Burger', 'Egg and Cheese Burger', 'Egg Burger', 'Chicken and Cheese Burger', 'Chicken Burger', 'French Fries', 'Veg Puff', 'Veg Samosa', 'Egg Samosa', 'Egg Puff', 'Chicken Samosa', 'Samoon Falafel Roll', 'Samoon Falafel Special Jumbo Roll', 'Samoon Potato Roll', 'Samoon Potato Special Jumbo Roll', 'Samoon Paneer Roll', 'Samoon Paneer Special Jumbo Roll', 'Roomali Falafel Roll', 'Roomali Falafel Special Jumbo Roll', 'Roomali Potato Roll', 'Roomali Potato Special Jumbo Roll', 'Roomali Paneer Roll', 'Roomali Paneer Special Jumbo Roll', 'Roomali Egg Burji Roll', 'Roomali Egg Burji Special Jumbo Roll', 'Roomali Egg Fry Roll', 'Roomali Egg Fry Special Jumbo Roll', 'Roomali Boiled Egg Roll', 'Roomali Boiled Egg Special Jumbo Roll', 'Samoon Egg Burji Roll', 'Samoon Egg Burji Special Jumbo Roll', 'Samoon Egg Fry Roll', 'Samoon Egg Fry Special Jumbo Roll', 'Samoon Boiled Egg Roll', 'Samoon Boiled Egg Special Jumbo Roll', 'Chicken Kheema Roomali Roll', 'Special Kheema Roomali Roll', 'Kudu Roomali Roll', 'Masala Roomali Roll', 'Masala Special Jumbo Roll', 'Broast Roomali Roll', 'Broast Special Jumbo Roll', 'Nook Special Jumbo Roll', 'Samoon Chicken Kheema Roll', 'Special Kheema Samoon Roll', 'Kudu Samoon Roll', 'Masala Samoon Roll', 'Masala Special Jumbo', 'Broast Samoon Rolls', 'Broast Special Jumbo Roll', 'Nook Special Jumbo Roll', 'Cold Coffee', 'Irish Coffee', 'Cold Badam', 'Icy Boost', 'Lemon Iced Tea', 'Peach Iced Tea', 'Black Tea', 'Lemon Tea', 'Mint Tea', 'Green Tea', 'Black Currant', 'Strawberry Love Bird', 'Orange Horse Power', 'Grape Flaming Gorilla', 'Pineapple Bora Bora', 'Pineapple and Blue Shawlin Temple', 'Kiwi Iron Butterfly', 'Mango Earthquake', 'Blue Caraco Deep Blue Sea', 'Guava Mountain Breeze', 'Khus Dragon Boys', 'Mint Bomb Mojito', 'Pinacolada Thick and Thin', 'Anar Heart Beat', 'Special Mix Fruit Arabian', 'Stay Young', 'Berry Power', 'Summer Fresh', 'Papa ls Crazy', 'Island Smoothie', 'No Doctor', 'The Hunter', 'Magic of Queen', 'Energy Charger', 'Mint and Pineapple Body Cool', 'Yo Yo Kids', 'Icy Land', 'Flaming Tiger']",Delivery,BTM
"15, 15th Cross, 29th Main, Opposite BTM Lake Entrance, 2nd stage, BTM, Bangalore",Eaternet,No,No,3.6,24,BTM,Quick Bites,North Indian,,300,,Delivery,BTM
"Mangammanapalya Road, Nanjundappa Layout, Behind Doddamma Temple, Near Bommanalli, opposite brahmalingeshwara Bakery near MZ Motors (pink house) HSR, Bangalore",Egg Star,Yes,No,3.6,19,HSR,Delivery,Healthy Food,,300,,Delivery,BTM
"BTM & J P Nagar, Bangalore",Biryani Knights,No,No,3.6,21,JP Nagar,Delivery,Biryani,,300,,Delivery,BTM
"1st Main, 7th Block, Koramangala, Koramangala 7th Block, Bangalore",Meal In A Box,No,No,3.6,16,Koramangala 7th Block,Delivery,Street Food,,300,,Delivery,BTM
"31/1, 22nd Main, 2nd Phase, JP Nagar, Bangalore",Good Bread,No,No,3.6,14,JP Nagar,Bakery,Bakery,,300,,Delivery,BTM
Delivery Only,Jiyo Natural,No,No,3.6,14,South Bangalore,Delivery,Healthy Food,,300,,Delivery,BTM
